date,buys,total,officer_buys,officer_total,buy_share,officer_buy_share
2024-10-11,50,214,37.0,142.0,0.2336448598130841,0.2605633802816901
2024-10-14,34,248,23.0,192.0,0.13709677419354838,0.11979166666666667
2024-10-15,86,364,47.0,291.0,0.23626373626373626,0.16151202749140894
2024-10-16,53,250,30.0,189.0,0.212,0.15873015873015872
2024-10-17,45,212,40.0,177.0,0.21226415094339623,0.22598870056497175
2024-10-18,49,199,38.0,160.0,0.24623115577889448,0.2375
2024-10-19,1,1,1.0,1.0,1.0,1.0
2024-10-21,48,198,21.0,152.0,0.24242424242424243,0.13815789473684212
2024-10-22,53,185,27.0,145.0,0.2864864864864865,0.18620689655172415
2024-10-23,61,180,38.0,128.0,0.3388888888888889,0.296875
2024-10-24,63,217,47.0,180.0,0.2903225806451613,0.2611111111111111
2024-10-25,57,205,36.0,164.0,0.2780487804878049,0.21951219512195122
2024-10-27,1,1,1.0,1.0,1.0,1.0
2024-10-28,49,290,29.0,237.0,0.16896551724137931,0.12236286919831224
2024-10-29,86,257,66.0,216.0,0.3346303501945525,0.3055555555555556
2024-10-30,51,231,34.0,194.0,0.22077922077922077,0.17525773195876287
2024-10-31,71,265,41.0,199.0,0.2679245283018868,0.20603015075376885
2024-11-01,116,591,92.0,535.0,0.19627749576988154,0.17196261682242991
2024-11-02,0,2,0.0,2.0,0.0,0.0
2024-11-04,80,442,67.0,398.0,0.18099547511312217,0.16834170854271358
2024-11-05,73,450,44.0,398.0,0.1622222222222222,0.11055276381909548
2024-11-06,58,973,39.0,912.0,0.05960945529290853,0.04276315789473684
2024-11-07,61,832,41.0,775.0,0.0733173076923077,0.05290322580645161
2024-11-08,88,787,76.0,729.0,0.11181702668360864,0.10425240054869685
2024-11-09,3,3,1.0,1.0,1.0,1.0
2024-11-11,77,799,61.0,734.0,0.09637046307884856,0.08310626702997276
2024-11-12,111,644,94.0,590.0,0.17236024844720496,0.15932203389830507
2024-11-13,90,673,72.0,604.0,0.1337295690936107,0.11920529801324503
2024-11-14,96,500,78.0,439.0,0.192,0.1776765375854214
2024-11-15,152,723,129.0,662.0,0.21023513139695713,0.19486404833836857
2024-11-16,1,1,1.0,1.0,1.0,1.0
2024-11-18,149,767,120.0,632.0,0.19426336375488917,0.189873417721519
2024-11-19,124,649,94.0,577.0,0.19106317411402157,0.16291161178509533
2024-11-20,150,748,120.0,680.0,0.20053475935828877,0.17647058823529413
2024-11-21,106,765,85.0,649.0,0.13856209150326798,0.13097072419106318
2024-11-22,108,662,85.0,601.0,0.16314199395770393,0.14143094841930118
2024-11-24,0,1,0.0,1.0,0.0,0.0
2024-11-25,120,1130,99.0,1060.0,0.10619469026548672,0.09339622641509433
2024-11-26,105,564,82.0,516.0,0.18617021276595744,0.15891472868217055
2024-11-27,84,441,69.0,351.0,0.19047619047619047,0.19658119658119658
2024-11-29,48,314,39.0,283.0,0.15286624203821655,0.13780918727915195
2024-11-30,4,6,4.0,4.0,0.6666666666666666,1.0
2024-12-01,1,5,0.0,4.0,0.2,0.0
2024-12-02,80,855,61.0,782.0,0.0935672514619883,0.07800511508951406
2024-12-03,77,613,57.0,546.0,0.12561174551386622,0.1043956043956044
2024-12-04,108,527,96.0,484.0,0.2049335863377609,0.19834710743801653
2024-12-05,123,543,112.0,494.0,0.2265193370165746,0.22672064777327935
2024-12-06,95,524,75.0,475.0,0.18129770992366412,0.15789473684210525
2024-12-08,1,1,1.0,1.0,1.0,1.0
2024-12-09,89,623,77.0,574.0,0.14285714285714285,0.13414634146341464
2024-12-10,62,699,54.0,629.0,0.08869814020028613,0.08585055643879173
2024-12-11,109,544,80.0,484.0,0.20036764705882354,0.1652892561983471
2024-12-12,124,533,97.0,467.0,0.2326454033771107,0.20770877944325483
2024-12-13,173,524,142.0,469.0,0.3301526717557252,0.302771855010661
2024-12-15,5,5,5.0,5.0,1.0,1.0
2024-12-16,138,800,98.0,726.0,0.1725,0.1349862258953168
2024-12-17,104,434,67.0,382.0,0.23963133640552994,0.17539267015706805
2024-12-18,89,533,53.0,463.0,0.1669793621013133,0.11447084233261338
2024-12-19,111,282,80.0,236.0,0.39361702127659576,0.3389830508474576
2024-12-20,89,315,53.0,262.0,0.28253968253968254,0.20229007633587787
2024-12-23,114,372,73.0,309.0,0.3064516129032258,0.23624595469255663
2024-12-24,40,161,21.0,135.0,0.2484472049689441,0.15555555555555556
2024-12-26,44,177,23.0,147.0,0.24858757062146894,0.1564625850340136
2024-12-27,53,151,31.0,110.0,0.3509933774834437,0.2818181818181818
2024-12-30,42,122,20.0,82.0,0.3442622950819672,0.24390243902439024
2024-12-31,4,19,1.0,11.0,0.21052631578947367,0.09090909090909091
2025-05-10,1,1,1.0,1.0,1.0,1.0
2025-12-09,1,1,1.0,1.0,1.0,1.0
2026-02-15,0,1,,,0.0,
2027-07-27,1,1,1.0,1.0,1.0,1.0
2027-11-17,0,1,0.0,1.0,0.0,0.0
2028-03-01,0,1,0.0,1.0,0.0,0.0
2028-05-24,0,2,0.0,2.0,0.0,0.0
